query,mist_url,score,content,content_type,,rank,status 
,https://www.mist.com/documentation/ap33/,1.250567,AP33,title,,4,
,https://www.mist.com/documentation/ap43/,1.2422024,HumidityPressureTemperature,snippet,,5,
is the switch configuration by role and model logically and?,,,,,,,
,https://www.mist.com/documentation/storm-control/,1.4076118,Storm Control Configuration on the Switch,subtitle,,1,
,https://www.mist.com/documentation/may-11th-2021-updates/,1.3963345,Use Switch Templates to help with configuring all of your switches in a manageable way especially if you have multiple sites with a large number of switches to look after. There are already a few existing ways to create a switch template and this week we are adding to that by allowing you to create templates directly from the Switch Details page. From the Utilities dropdown menu select Create Template. This will copy all of the existing switch configurations to a new template which may then be used to apply to other switches. To apply your Switch Configuration Template to a site go to your Switch Configuration page (Network > Switch Configuration) and select your desired site. Click into the site and at the top you may select a Configuration Template from the dropdown list. You may also select multiple sites from the list and apply a single template to them.,snippet,,2,
,https://www.mist.com/documentation/supported-switch-models/,1.3840203,Supported Switch Models,title,,3,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.3818159,Best Practices for switch port configs,title,,4,
,https://www.mist.com/documentation/mesh-configuration/,1.370126,Mesh Configuration Is it possible to connect the switch to the mesh relay AP by wire and use it?,subtitle,,5,
ad-hoc rogue,,,,,,,
,https://www.mist.com/documentation/rogue-clients-detection/,1.4492391,Rogue Clients Detection,title,,1,
,https://www.mist.com/documentation/rogue-neighbor-honeypot-aps/,1.4271919,Rogue Neighbor and Honeypot APs,title,,2,
,https://www.mist.com/documentation/june-11th-2020-updates/,1.3514081,June 11th 2020 Updates Rogue AP Location,subtitle,,3,
,https://www.mist.com/documentation/august-17th-2017-updates/,1.3252009,August 17th 2017 Updates Allowlist SSID and BSSID for Rogue AP detection,subtitle,,4,
,https://www.mist.com/documentation/scan-unauthorized-aps/,1.2949829,In addition to the 2.4GHz and 5GHz radios our Mist APs also contain a third radio dedicated to scanning. This radio is used for detecting Rogue Neighbor and Honeypot APs on both 2.4GHz and 5GHz radio bands. This means that regardless of which radios you have enabled on your AP (2.4GHz or 5GHz) it will still be able to detect unauthorized APs at any frequency using the scanning radio.,snippet,,5,
how to disconnect ap from account?,,,,,,,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.6164387,Troubleshooting AP Disconnect Issues,title,,1,
,https://www.mist.com/documentation/learning-about-about-disconnected-aps/,1.5266771,Learning about about disconnected AP’s,title,,2,
,https://www.mist.com/documentation/factory-reset-ap/,1.5208509,How to factory reset the AP?,title,,3,
,https://www.mist.com/documentation/claiming-aps/,1.5052128,Claiming APs How can I release an AP from my organization?,subtitle,,4,
,https://www.mist.com/documentation/may-11th-2017-update/,1.4892446,May 11th 2017 Update Schedule upgrades for disconnected AP,subtitle,,5,
ap led failure reason,,,,,,,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.6774158,Troubleshooting AP Disconnect Issues AP LED is blinking green/yellow,subtitle,,1,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.656248,Troubleshooting AP Disconnect Issues AP LED is not blinking at all,subtitle,,2,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.6363903,Troubleshooting AP Disconnect Issues AP LED is blinking yellow 2 times,subtitle,,3,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.6341752,Troubleshooting AP Disconnect Issues AP LED is blinking yellow 5 times,subtitle,,4,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.6330272,Troubleshooting AP Disconnect Issues AP LED is blinking yellow 3 times,subtitle,,5,
do you support ppsk,,,,,,,
,https://www.mist.com/documentation/august-21st-2020-updates/,1.2504362,August 21st 2020 Updates AeroScout Support,subtitle,,1,
,https://www.mist.com/documentation/third-party-beacon-support-needed/,1.2360774,Third Party Beacon Support When Needed,title,,2,
,https://www.mist.com/documentation/historical-support-tickets/,1.2339945,Historical Support Tickets,title,,3,
,https://www.mist.com/documentation/snmp-support/,1.2162546,SNMP Support?,title,,4,
,https://www.mist.com/documentation/switch-upgrade/,1.2077202,Switch Upgrade Multi-switch upgrade support,subtitle,,5,
switch stp,,,,,,,
,https://www.mist.com/documentation/switch-upgrade/,1.5578122,Switch Upgrade,title,,1,
,https://www.mist.com/documentation/switches-dashboard/,1.5339595,Switches Dashboard,title,,2,
,https://www.mist.com/documentation/troubleshooting-switches/,1.484125,Troubleshooting Switches,title,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.4765078,Switch Upgrade Switch Time check,subtitle,,4,
,https://www.mist.com/documentation/switches-dashboard/,1.4578828,Switches Dashboard Switch Utilities,subtitle,,5,
faq for location,,,,,,,
,https://www.mist.com/documentation/site-location/,1.5531968,Site Location,title,,1,
,https://www.mist.com/documentation/conversational-interface-faqs/,1.5122306,Conversational Assistant FAQs,title,,2,
,https://www.mist.com/documentation/design-for-location/,1.4785634,Design for Location,title,,3,
,https://www.mist.com/documentation/location-how-it-works/,1.4526316,Location – how it works,title,,4,
,https://www.mist.com/documentation/adding-ap-location/,1.4290805,Adding an AP for Location,title,,5,
how do i configure atp,,,,,,,
,https://www.mist.com/documentation/bridged-virtual-machine-support/,1.3560934,Bridged Virtual Machine Support How to enable wireless bridging mode:,subtitle,,1,
,https://www.mist.com/documentation/mesh-configuration/,1.3504778,Mesh Configuration How to set up Mesh?,subtitle,,2,
,https://www.mist.com/documentation/options-wep-tkip/,1.3168819,Where are the options for WEP and TKIP?,title,,3,
,https://www.mist.com/documentation/dynamic-port-configuration/,1.3123143,Dynamic Port Configuration,title,,4,
,https://www.mist.com/documentation/ap-upgrades/,1.311439,AP Upgrades How do I upgrade an AP manually?,subtitle,,5,
roaming of jussi,,,,,,,
,https://www.mist.com/documentation/roaming-issues/,1.3806081,Roaming Issues,title,,1,
,https://www.mist.com/documentation/ap43/,1.2783225,HumidityPressureTemperature,snippet,,2,
,https://www.mist.com/documentation/client-roaming/,1.2760161,Client Roaming Visualization,title,,3,
,https://www.mist.com/documentation/url-redirect-avp/,1.2496289,URL-redirect AVP,title,,4,
,https://www.mist.com/documentation/mist-access-points/,1.2449199,Mist Access Points,title,,5,
azure sos,,,,,,,
,https://www.mist.com/documentation/saml-setup-azure-ad/,1.4265484,SAML Setup with Azure AD,title,,1,
,https://www.mist.com/documentation/saml-setup-azure-ad/,1.3961551,Follow the Azure guide for a general understanding of creating an Azure AD (AAD) SSO application: https://docs.microsoft.com/en-us/azure/active-directory/active-directory-saas-custom-apps 1. In the Mist Web GUI navigate to Organization > Settings. Under the Single Sign-on section create an Identity Provider by clicking Add IPD.Once you create an Identity the ACS URL and Single Logout URL will be created by default. 2. In Azure AD configure with the appropriate values: a. Identifier (Entity ID): Mist supports either a generic or an SSO-specific Entity ID. Generic: https://saml.mist.comSSO-specific: https://saml-<DOMAIN>.mist.comThis can be obtained from https://api.mist.com/api/v1/orgs/:org_id/ssos/:sso_id/metadata (replacing the :object_id with the appropriate IDs). b. Reply URL: Get the ACS URL directly from the UI.ie: https://api.mist.com/api/v1/saml/<DOMAIN>/login Both of these above values we need to set up under the Basic SAML Configuration. c. User identifier: user.mail d. SAML Token Attributes: Send the attributes with these names (case sensitive): FirstName LastName Name ID Role where Role is your custom LDAP rule to pass Mist the appropriate administrator role e. Mist requires the full Message to be signed: Under the Advanced Certificate Signing options select Sign SAML response and assertion. 3. In the Mist Web GUI finish configuring the SSO IdP: a. Issuer: Obtain from the AAD Federation Metadata. ie: https://sts.windows.net/01234567-89ab-cdef-0123-456789abcdef/ b. Certificate: Obtain from AAD. Note: Please make sure to include the cert headers/footers. c. SSO URL: Obtain from the AAD Federation Metadata. We can get the Login URL from the AD owner. 4. In the Mist Web GUI create the corresponding roles under the Single Sign-on section. The Role Name should match the Role being sent in the AAD SAML Assertion.,snippet,,2,
,https://www.mist.com/documentation/onelogin-sso-tutorial/,1.3354398,Onelogin SSO Tutorial,title,,3,
,https://www.mist.com/documentation/mist-guest-portal/,1.3212368,Mist Guest Portal,title,,4,
,https://www.mist.com/documentation/september-2016-update/,1.3204193,September 2016 Update Mist Cloud,subtitle,,5,
version problem,,,,,,,
,https://www.mist.com/documentation/coverage-problems/,1.4345243,Coverage Problems,title,,1,
,https://www.mist.com/documentation/roaming-issues/,1.3982042,Roaming Issues,title,,2,
,https://www.mist.com/documentation/cant-find-old-firmware-version-dropdown/,1.3843241,Can’t find old firmware version on the dropdown?,title,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.3330959,Switch Upgrade,title,,4,
,https://www.mist.com/documentation/faq-wi-fi-vulnerability-announced-october-16th-2017/,1.3317693,Please upgrade to firmware Version 0.1.11888 or later which includes the fix to address this issue.,snippet,,5,
cpu utliization,,,,,,,
,https://www.mist.com/documentation/ap43/,1.3910106,AP43 (E) 802.11ax (Wi-Fi-6) 5 Ghz,subtitle,,1,
,https://www.mist.com/documentation/ap43/,1.3769993,AP43 (E) 802.11ax (Wi-Fi-6) 2.4 Ghz,subtitle,,2,
,https://www.mist.com/documentation/wlan-status/,1.2769306,WLAN Status,title,,3,
,https://www.mist.com/documentation/virtual-chassis/,1.2728213,Virtual Chassis,title,,4,
,https://www.mist.com/documentation/cisco-ise-policy-enforcement/,1.2586023,Mist_Policy_Enforcement_ISE,snippet,,5,
intering update,,,,,,,
,https://www.mist.com/documentation/june-8th-2017-update/,1.6456441,June 8th 2017 Update,title,,1,
,https://www.mist.com/documentation/may-11th-2017-update/,1.640793,May 11th 2017 Update,title,,2,
,https://www.mist.com/documentation/april-2017-update/,1.630848,April 2017 Update,title,,3,
,https://www.mist.com/documentation/june-1st-2017-update/,1.6197116,June 1st 2017 Update,title,,4,
,https://www.mist.com/documentation/february-2017-update/,1.6144571,February 2017 Update,title,,5,
writers' block,,,,,,,
,https://www.mist.com/documentation/walls/,1.3047327,Walls,title,,1,
,https://www.mist.com/documentation/insights/,1.2865795,Insights,title,,2,
,https://www.mist.com/documentation/walls/,1.2819805,Walls None,subtitle,,3,
,https://www.mist.com/documentation/rf-templates-2/,1.2793058,RF Templates,title,,4,
,https://www.mist.com/documentation/rf-templates/,1.2793058,RF Templates,title,,5,
how do you start capture,,,,,,,
,https://www.mist.com/documentation/wired-packet-capture/,1.3724188,Wired Packet Capture,title,,1,
,https://www.mist.com/documentation/setting-wireshark-packet-captures/,1.3350871,Setting up Wireshark for packet captures,title,,2,
,https://www.mist.com/documentation/dynamic-packet-captures/,1.2688915,Dynamic Packet Captures,title,,3,
,https://www.mist.com/documentation/how-to-enable-app-visibility/,1.2664995,How to Enable App Visibility,title,,4,
,https://www.mist.com/documentation/open-support-ticket-2/,1.265315,How to open a support ticket How can I send the logs from my AP to Mist?,subtitle,,5,
optimize clients,,,,,,,
,https://www.mist.com/documentation/rogue-clients-detection/,1.4778656,Rogue Clients Detection,title,,1,
,https://www.mist.com/documentation/new-ble-clients-page/,1.4609388,BLE Clients page,title,,2,
,https://www.mist.com/documentation/ban-a-client/,1.4578964,Ban a Client,title,,3,
,https://www.mist.com/documentation/client-level-insights/,1.4567465,Client Level Insights,title,,4,
,https://www.mist.com/documentation/october-17th-2017-updates/,1.3945899,Prevent unnecessary congestion of multiple clients by configuring an inactivity timer on your WLAN. Clients inactive for a defined amount of time will be deauthenticated from the network. Use this function in retail spaces where multiple clients connect to the WLAN but may stand idle after the user is done using the internet. This allows for active users to make use of the network and prevent the crowding of idle clients. Configure your inactivity timer in the range of 60  3600 seconds. By default the timer will be set for 1800 seconds. Navigate toNetwork->WLANsto find the Client inactivity section to modify the timer.,snippet,,5,
reassociate clients,,,,,,,
,https://www.mist.com/documentation/marvis-clients-view/,1.5088015,Marvis Clients View,title,,1,
,https://www.mist.com/documentation/new-ble-clients-page/,1.4778047,BLE Clients page,title,,2,
,https://www.mist.com/documentation/rogue-clients-detection/,1.4685386,Rogue Clients Detection,title,,3,
,https://www.mist.com/documentation/client-level-insights/,1.4525802,Client Level Insights,title,,4,
,https://www.mist.com/documentation/mist-experience-marvis-client/,1.4172245,Mist Experience – Marvis Client,title,,5,
version compliacne,,,,,,,
,https://www.mist.com/documentation/ap43/,1.3246088,HumidityPressureTemperature,snippet,,1,
,https://www.mist.com/documentation/mist-security-advisory-fragattacks-and-faq/,1.3132616,Release notes for the fixed versions can be found can be found at the following link: https://www.mist.com/documentation/firmware,snippet,,2,
,https://www.mist.com/documentation/march-2017-update/,1.2895576,March 2017 Update Site Comparison,subtitle,,3,
,https://www.mist.com/documentation/ap-course-slide-4-ap21/,1.2843214,AP21 AP21,subtitle,,4,
,https://www.mist.com/documentation/october-2016-update/,1.2818116,October 2016 Update Beta,subtitle,,5,
what feature is coming?,,,,,,,
,https://www.mist.com/documentation/january-2017-update/,1.4855243,January 2017 Update Beta Features:,subtitle,,1,
,https://www.mist.com/documentation/december-2016-update/,1.4703116,December 2016 Update Beta Features,subtitle,,2,
,https://www.mist.com/documentation/june-8th-2017-update/,1.4482583,June 8th 2017 Update New feature: AuditTrails,subtitle,,3,
,https://www.mist.com/documentation/february-11th-2021-updates/,1.429528,February 11th 2021 Updates Feature Deprecations,subtitle,,4,
,https://www.mist.com/documentation/january-2017-update/,1.4124483,January 2017 Update Features availablefor All Customers/Partners:,subtitle,,5,
how to turn on template,,,,,,,
,https://www.mist.com/documentation/configuration-templates/,1.461188,Configuration Templates Configuration Template example,subtitle,,1,
,https://www.mist.com/documentation/configuration-templates/,1.4404194,Configuration Templates,title,,2,
,https://www.mist.com/documentation/how-to-enable-app-visibility/,1.3982173,How to Enable App Visibility,title,,3,
,https://www.mist.com/documentation/may-20th-2021-updates/,1.364126,To help improve the flow of configuring and applying Switch Templates we have added the ability to apply switch templates to sites directly from the Switch Templates page. Before we required you to first Create or Import a switch template and then navigate to the Network > Switch Configuration page to assign that template to a site. Now we have simplified the workflow by allowing you to apply your switch template from the same page where you created or imported your template. Please note that we did not remove the ability to assign sites in the Switch Configuration page  we simply added this ability onto the Switch Templates page. In the Switch Templates page (Organization > Switch Templates) you can now use the Assign to Sites function when viewing your templates. Use the pop up to easily assign your template to the intended sites.,snippet,,4,
,https://www.mist.com/documentation/rf-templates-2/,1.3599185,RF Templates,title,,5,
administration building coverage map,,,,,,,
,https://www.mist.com/documentation/beam-density-not-showing/,1.4877236,Location Diagnostic Beam Density Coverage Map,title,,1,
,https://www.mist.com/documentation/beam-density-not-showing/,1.4675678,Location Diagnostic Beam Density Coverage Map Beam Density Coverage Map:,subtitle,,2,
,https://www.mist.com/documentation/beam-density-not-showing/,1.4314288,Location Diagnostic Beam Density Coverage Map App Clients,subtitle,,3,
,https://www.mist.com/documentation/beam-density-not-showing/,1.4297712,Location Diagnostic Beam Density Coverage Map None,subtitle,,4,
,https://www.mist.com/documentation/beam-density-not-showing/,1.4297712,Location Diagnostic Beam Density Coverage Map None,subtitle,,5,
blue tooth tracking,,,,,,,
,https://www.mist.com/documentation/asset-tracking/,1.4554756,Asset Tracking Bluetooth on Phones/Devices Acting as a Beacon,subtitle,,1,
,https://www.mist.com/documentation/asset-tracking/,1.4520056,Asset Tracking,title,,2,
,https://www.mist.com/documentation/asset-tracking/,1.3836906,Asset Tracking None,subtitle,,3,
,https://www.mist.com/documentation/asset-tracking/,1.3836906,Asset Tracking None,subtitle,,4,
,https://www.mist.com/documentation/ap-course-slide-2-ap41/,1.3800375,Traditional BLE iBeacon / Eddystone,snippet,,5,
a50 roaming,,,,,,,
,https://www.mist.com/documentation/roaming-issues/,1.5675344,Roaming Issues,title,,1,
,https://www.mist.com/documentation/client-roaming/,1.3798592,Client Roaming Visualization,title,,2,
,https://www.mist.com/documentation/roaming-issues/,1.3491772,Roaming Issues Application stuck or disconnect issue,subtitle,,3,
,https://www.mist.com/documentation/roaming-issues/,1.336879,Roaming Issues Sticky client issue,subtitle,,4,
,https://www.mist.com/documentation/srx-adoption/,1.2901859,SRX Adoption,title,,5,
why is coverage poor?,,,,,,,
,https://www.mist.com/documentation/coverage-problems/,1.5721415,Coverage Problems,title,,1,
,https://www.mist.com/documentation/march-25th-2021-updates/,1.3417932,We are also introducing a new Coverage Hole Marvis Action as a part of the AP section. This new Action will detect any coverage issues on your site and provide a floorplan visual of the APs on your map experiencing these issues. Use this visual to find the low coverage spaces identified on your site and make the necessary improvements. Make sure you have a Floorplan set up in Location Live View in order to take advantage of the Coverage hole visibility. Please keep in mind that this is still considered a Beta feature and there may be some bug fixes needed. We are working on ironing out any issues for a more complete release of this in the near future.,snippet,,2,
,https://www.mist.com/documentation/aps-use-ip-addresses/,1.2846819,Why AP’s use multiple IP addresses,title,,3,
,https://www.mist.com/documentation/roaming-issues/,1.2803596,Roaming Issues,title,,4,
,https://www.mist.com/documentation/walls/,1.2510517,Walls Why are Walls used,subtitle,,5,
documentation splunk webhook,,,,,,,
,https://www.mist.com/documentation/integrating-splunk-with-mist-webhooks/,1.6525977,Integrating Splunk with Mist Webhooks,title,,1,
,https://www.mist.com/documentation/integrating-splunk-with-mist-webhooks/,1.6277459,Integrating Splunk with Mist Webhooks Setting up HEC in Splunk,subtitle,,2,
,https://www.mist.com/documentation/integrating-splunk-with-mist-webhooks/,1.6057364,Integrating Splunk with Mist Webhooks About HEC:,subtitle,,3,
,https://www.mist.com/documentation/integrating-splunk-with-mist-webhooks/,1.6048751,Integrating Splunk with Mist Webhooks Configure Mist Webhooks to point to splunk:,subtitle,,4,
,https://www.mist.com/documentation/integrating-splunk-with-mist-webhooks/,1.5800325,Integrating Splunk with Mist Webhooks References used in this guide:,subtitle,,5,
what does mist mean by rogue?,,,,,,,
,https://www.mist.com/documentation/february-2017-update/,1.299205,1. The Network wont detect Mist APs as Rogue APs anymore,snippet,,1,
,https://www.mist.com/documentation/rogue-clients-detection/,1.2689826,Rogue Clients Detection,title,,2,
,https://www.mist.com/documentation/june-11th-2020-updates/,1.2618778,June 11th 2020 Updates Rogue AP Location,subtitle,,3,
,https://www.mist.com/documentation/rogue-neighbor-honeypot-aps/,1.2341644,Rogue Neighbor and Honeypot APs,title,,4,
,https://www.mist.com/documentation/november-2017-ga-features/,1.1958902,Honeypot APs are unauthorized APs advertising your SSID. They pose a security risk and may open up your network to vulnerabilities and external attacks. Any unknown AP heard by the Mist APs are classified as a Rogue AP. Identify these intrusive APs with Rogue and Honeypot AP detection. Learn more about Rogue and Honeypot APs here: https://www.mist.com/documentation/rogue-neighbor-honeypot-aps/,snippet,,5,
where can i setup a zone,,,,,,,
,https://www.mist.com/documentation/proximity-zones/,1.5557317,Proximity Zones How to create a Proximity Zone,subtitle,,1,
,https://www.mist.com/documentation/proximity-zones/,1.5056294,Proximity Zones What can I do with Proximity Zones?,subtitle,,2,
,https://www.mist.com/documentation/good-location-setup/,1.4819304,Good Location Setup To Place an AP on the Floor Plan,subtitle,,3,
,https://www.mist.com/documentation/walls/,1.468756,Walls How to create Exclusion Zones,subtitle,,4,
,https://www.mist.com/documentation/zones/,1.4164511,Zones Benefits of zones:,subtitle,,5,
automated repors,,,,,,,
,https://www.mist.com/documentation/ap-course-slide-2-ap41/,1.4299785,AP41 & A41(External),title,,1,
,https://www.mist.com/documentation/ap-naming/,1.3462197,AP Naming Customized Automation at your service,subtitle,,2,
,https://www.mist.com/documentation/february-21st-2019-updates/,1.3289759,February 21st 2019 Updates Customized Automation at your service,subtitle,,3,
,https://www.mist.com/documentation/webhooks/,1.3058349,Webhook Implementation,title,,4,
,https://www.mist.com/documentation/dscp-mapping/,1.3056363,DSCP Mapping,title,,5,
how to clearpass,,,,,,,
,https://www.mist.com/documentation/troubleshooting-steps-for-aruba-clearpass/,1.3787755,Troubleshooting Steps for Aruba Clearpass,title,,1,
,https://www.mist.com/documentation/integration-aruba-clearpass/,1.3166889,Integration with Aruba Clearpass,title,,2,
,https://www.mist.com/documentation/open-support-ticket-2/,1.2663236,How to open a support ticket,title,,3,
,https://www.mist.com/documentation/walls/,1.2661922,Walls How to insert Walls,subtitle,,4,
,https://www.mist.com/documentation/cannot-connect-wifi/,1.2520137,Cannot connect to Wi-fi,title,,5,
would you please help me with switch configuration?,,,,,,,
,https://www.mist.com/documentation/best-practices-switch-port-configs/,1.520743,Best Practices for switch port configs,title,,1,
,https://www.mist.com/documentation/switch-upgrade/,1.5203788,Switch Upgrade Switch Time check,subtitle,,2,
,https://www.mist.com/documentation/switch-upgrade/,1.495029,Switch Upgrade Steps to perform the Switch Upgrade:,subtitle,,3,
,https://www.mist.com/documentation/storm-control/,1.4926968,Storm Control Configuration on the Switch,subtitle,,4,
,https://www.mist.com/documentation/qos-for-switches/,1.4778143,QoS for Switches,title,,5,
how to download environment playback,,,,,,,
,https://www.mist.com/documentation/get-mist-sdk/,1.3771914,How do I  get  the Mist SDK,title,,1,
,https://www.mist.com/documentation/create-local-python-environment/,1.3691765,Create a Local Python Environment,title,,2,
,https://www.mist.com/documentation/setting-python-environment-using-atom/,1.3503116,Setting up a Python environment using ATOM,title,,3,
,https://www.mist.com/documentation/location-deployment-guide-pdf/,1.3008807,Location Deployment Guide (PDF),title,,4,
,https://www.mist.com/documentation/subscriptions-and-activations/,1.2961481,Subscriptions and Activations How to move subscriptions from global to EU environment?,subtitle,,5,
export json environment playback test2 for hft stuttgart,,,,,,,
,https://www.mist.com/documentation/create-local-python-environment/,1.4010044,Create a Local Python Environment,title,,1,
,https://www.mist.com/documentation/setting-python-environment-using-atom/,1.376173,Setting up a Python environment using ATOM,title,,2,
,https://www.mist.com/documentation/july-26th-2018-updates/,1.336531,July 26th 2018 Updates Export lists to CSV,subtitle,,3,
,https://www.mist.com/documentation/subscriptions-and-activations/,1.3093901,Subscriptions and Activations How to move subscriptions from global to EU environment?,subtitle,,4,
,https://www.mist.com/documentation/automation-for-access-switching-using-postman/,1.2858447,Automation for Access Switching using Postman,title,,5,
clear packet downloads,,,,,,,
,https://www.mist.com/documentation/dynamic-packet-captures/,1.4761972,Dynamic Packet Captures,title,,1,
,https://www.mist.com/documentation/wired-packet-capture/,1.4586471,Wired Packet Capture,title,,2,
,https://www.mist.com/documentation/setting-wireshark-packet-captures/,1.3965772,Setting up Wireshark for packet captures,title,,3,
,https://www.mist.com/documentation/dynamic-packet-captures/,1.3675264,Wireless packet captures are helpful when trying to dissect and dig down into the root cause of any wireless issue between a client and AP. You can determine if packets being sent are actually reaching their destination as well as identify if packets are corrupted. Dynamic Packet Captures are automatically saved and available for you to download in the Clients Events section of yourInsights page. Events with a dynamic packet capture available are indicated by a paperclip icon next to the Client Event name. Click on that event and a Download Packet Capture button will be available in the Events Details section. Here are the types of failing events which will generate a dynamic packet capture:,snippet,,4,
,https://www.mist.com/documentation/dynamic-packet-captures/,1.3439698,Dynamic Packet Captures Authorization Failure,subtitle,,5,
channel changes due to radar,,,,,,,
,https://www.mist.com/documentation/channel-bonding-behavior-radar/,1.612694,Channel bonding behavior with Radar,title,,1,
,https://www.mist.com/documentation/wifi-doesnt-work-certain-times-day/,1.4681855,Our backend RRM algorithm upon detecting interference or radar may choose to change the channel on the AP. However the decision to change the channel on the AP is based on a baseline value it may take up to a few moments until the algorithm decides to change the channel. Additionally once the AP changes the channel it will momentarily drop all the clients associated to it by sending a Deauthentication and may cause a disruption in the Wi-Fi service for the AP momentarily. More information can be found on this under Channel utilization of the AP and the channel occupancy (Go to NetworkRadio Management) . Radio events give information on whether or not the AP actually changed channel/power or made any radio related changes.,snippet,,2,
,https://www.mist.com/documentation/channel-bonding-behavior-radar/,1.4459519,When the AP detects radar while using channel bonding all of the bonded channels will stop using the radar channels. The Access Point will switch to a different set of bonded channels which do not interfere with the detected radar.,snippet,,3,
,https://www.mist.com/documentation/wifi-doesnt-work-certain-times-day/,1.4436762,Interference (especially Radar) may disrupt Wi-Fi services at a particular time of the day. Certain Wi-Fi dependent devices such as IoT devices Wi-Fi LED lights etc can also add to the channel utilization. This may lead to slowness or inability to pass traffic for the clients. You can review the Channel Occupancy of all the channels under NetworkRadio Management as well as the Channel Utilization for the AP under AP insights. To mitigate this you can use the Optimize Now button which will force the AP to change to the best available channel based on our scan radio calculations.,snippet,,4,
,https://www.mist.com/documentation/wifi-doesnt-work-certain-times-day/,1.435242,Wi-Fi Doesn’t work certain times of day Channel change on the AP,subtitle,,5,
how did upgrade go,,,,,,,
,https://www.mist.com/documentation/switch-upgrade/,1.5105705,Switch Upgrade,title,,1,
,https://www.mist.com/documentation/switch-upgrade/,1.4884515,Switch Upgrade Virtual-chassis upgrade support,subtitle,,2,
,https://www.mist.com/documentation/switch-upgrade/,1.4654977,Switch Upgrade Steps to perform the Switch Upgrade:,subtitle,,3,
,https://www.mist.com/documentation/switch-upgrade/,1.4552376,Switch Upgrade Multi-switch upgrade support,subtitle,,4,
,https://www.mist.com/documentation/switch-upgrade/,1.4536511,Switch Upgrade Upgrade Events,subtitle,,5,
how to find ap led signal,,,,,,,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.5961834,Troubleshooting AP Disconnect Issues AP LED is not blinking at all,subtitle,,1,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.589148,Troubleshooting AP Disconnect Issues AP LED is blinking green/yellow,subtitle,,2,
,https://www.mist.com/documentation/february-11th-2021-updates/,1.5759069,To help troubleshoot any network or AP problems we have updated our AP LED blink codes with additional error identification states. Find the updated codes on this page or click the Disconnected AP icon on your AP List page to pop up a modal which will describe to you what issue the LED code corresponds to. See this page for the full list of LED codes and a video example here: https://www.mist.com/documentation/what-is-led-telling-me/,snippet,,3,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.5677305,Troubleshooting AP Disconnect Issues AP LED is blinking yellow 2 times,subtitle,,4,
,https://www.mist.com/documentation/troubleshooting-ap-disconnect-issues/,1.5594587,Troubleshooting AP Disconnect Issues AP LED is blinking yellow 3 times,subtitle,,5,
remediate problem,,,,,,,
,https://www.mist.com/documentation/coverage-problems/,1.3809944,Coverage Problems,title,,1,
,https://www.mist.com/documentation/roaming-issues/,1.3752416,Roaming Issues,title,,2,
,https://www.mist.com/documentation/troubleshooting-steps-for-aruba-clearpass/,1.3174571,Troubleshooting Steps for Aruba Clearpass,title,,3,
,https://www.mist.com/documentation/client-troubleshooting-marvis/,1.3161741,Client Troubleshooting with Marvis,title,,4,
,https://www.mist.com/documentation/url-redirect-avp/,1.3078243,URL-redirect AVP,title,,5,
send configuration updates,,,,,,,
,https://www.mist.com/documentation/dynamic-port-configuration/,1.4438509,Dynamic Port Configuration,title,,1,
,https://www.mist.com/documentation/august-21st-2020-updates/,1.4368986,August 21st 2020 Updates Configuration Improvements,subtitle,,2,
,https://www.mist.com/documentation/configuration-templates/,1.4301343,Configuration Templates,title,,3,
,https://www.mist.com/documentation/may-20th-2021-updates/,1.4271003,May 20th 2021 Updates Download Switch Configuration,subtitle,,4,
,https://www.mist.com/documentation/july-9th-2020-updates/,1.4253181,July 9th 2020 Updates Switch Configuration Improvements,subtitle,,5,
how to get claim code without qr?,,,,,,,
,https://www.mist.com/documentation/mist-ai-mobile-app/,1.5109711,You can claim a device to the Org using the QR code or Claim code if the device is not already claimed using activation code. Tap on the + icon to start the camera to scan the QR code.You can use the QR code or enter the claim code directly.You will see a notification alert on successful claim.If the device is already claimed or the claim code is invalid you will get the notification alert respectively.,snippet,,1,
,https://www.mist.com/documentation/claiming-aps/,1.4747708,The claim code of the AP is written in the backside of the AP where the QR code of the AP is printed. You can also get the claim code of the APs by using the API. This can helpful in cases where the APs are already mounted on the ceiling making it difficult to access the claim code on the back. API document: https://api.mist.com/api/v1/docs/Org#inventory API Call: GET /api/v1/orgs/:org_id/inventory Example: https://api.mist.com/api/v1/orgs/76775731-8cec-4bd2-b99d-e98a1f098ed2/inventory You will get an output like this for all of your APs. Here the key-pair magic is the claim code of the AP. In this example the AP MAC address is 5c5b35ae890d and the claim code is MAEGXREBCNJ2V9Z,snippet,,2,
